topic,term,beta,term_eng
81,deutschland,0.0036,Germany
81,thema,0.0035,theme
81,weit,0.0035,far
81,mensch,0.0034,human
81,rede,0.0033,speech
81,wenige,0.0032,few
81,nehmen,0.0032,to take
81,sprechen,0.0032,speak
81,bleiben,0.0032,stay
81,klar,0.003,clear
81,seehofer,0.003,seehofer
81,dürfen,0.0029,allowed
81,stark,0.0028,strongly
81,viele,0.0028,lots
81,stehen,0.0028,stand
81,tag,0.0027,Day
81,spiegel,0.0027,mirror
81,hoch,0.0027,high
81,zeigen,0.0027,demonstrate
81,recht,0.0027,Law
81,wahlkampf,0.0027,electioneering
81,mal,0.0026,times
82,seehofer,0.0262,seehofer
82,merkel,0.0225,merkel
82,jahr,0.0117,year
82,prozent,0.0079,percent
82,schon,0.0078,beautiful
82,gehen,0.0076,go
82,kommen,0.0076,come
82,partei,0.0075,party
82,csu,0.007,Christian Social Union
82,schröder,0.0069,Schroeder
82,berlin,0.0066,Berlin
82,kanzlerin,0.0061,Chancellor
82,cdu,0.0059,cdu
82,gut,0.0058,Good
82,stoiber,0.0057,stoiber
82,steinbrück,0.0053,steinbrück
82,koalition,0.0052,coalition
82,union,0.0051,union
82,tag,0.005,Day
82,bundestag,0.005,Bundestag
82,bayern,0.0049,Bavaria
82,lassen,0.0048,to let
82,euro,0.0047,Euro
82,erst,0.0046,first
82,müssen,0.0046,have to
82,groß,0.0045,big
82,dass,0.0044,that
82,stehen,0.0043,stand
82,sagen,0.0041,say
82,bereits,0.004,already
82,bayerisch,0.0039,Bavarian
82,fdp,0.0038,fdp
82,neu,0.0037,New
82,zeit,0.0037,Time
82,ganz,0.0036,all
82,ende,0.0035,The End
82,klar,0.0035,clear
82,land,0.0033,country
82,liegen,0.0032,lie
82,heißen,0.003,be called
82,fordern,0.0029,demand
82,weit,0.0029,far
82,beide,0.0029,both
82,steinmeier,0.0029,steinmeier
82,fall,0.0029,case
82,frau,0.0029,Mrs
82,bundestagswahl,0.0029,bundestagswahl
82,eigen,0.0027,own
82,hoch,0.0027,high
82,zeitung,0.0027,newspaper
83,sagen,0.0332,say
83,dass,0.0282,that
83,geben,0.0154,give
83,spd,0.0128,spd
83,deutsch,0.0092,German
83,union,0.0077,union
83,kommen,0.0074,come
83,müssen,0.0064,have to
83,prozent,0.0061,percent
83,partei,0.0057,party
83,stehen,0.0054,stand
83,euro,0.0051,Euro
83,gut,0.005,Good
83,viele,0.0048,lots
83,sprechen,0.0046,speak
83,woche,0.0045,week
83,gehen,0.0043,go
83,frage,0.0042,question
83,ab,0.0042,from
83,koalition,0.0041,coalition
83,online,0.0041,on-line
83,dafür,0.0041,for this
83,berlin,0.004,Berlin
83,möglich,0.0039,possible
83,bundestag,0.0038,Bundestag
83,schon,0.0038,beautiful
83,grüne,0.0037,green
83,fordern,0.0036,demand
83,erst,0.0035,first
83,gelten,0.0034,be valid
83,frau,0.0034,Mrs
83,spiegel,0.0032,mirror
83,eigen,0.0032,own
83,mann,0.003,man
83,gemeinsam,0.0028,together
83,weit,0.0028,far
83,thema,0.0028,theme
83,neu,0.0027,New
83,nennen,0.0027,call
83,heute,0.0027,today
83,ende,0.0027,The End
83,etwa,0.0026,about
83,stark,0.0026,strongly
83,deutlich,0.0025,clear
83,mensch,0.0025,human
83,laut,0.0024,according to
83,hoch,0.0024,high
83,politik,0.0023,politics
83,lassen,0.0023,to let
83,fall,0.0023,case
84,sagen,0.0194,say
84,geben,0.0148,give
84,mehr,0.0114,more
84,berlin,0.01,Berlin
84,deutschland,0.0085,Germany
84,online,0.0068,on-line
84,spiegel,0.0066,mirror
84,land,0.0066,country
84,union,0.0066,union
84,cdu,0.0062,cdu
84,schon,0.0062,beautiful
84,deutsch,0.0058,German
84,lassen,0.0055,to let
84,dass,0.0055,that
84,sollen,0.0053,should
84,stehen,0.0052,stand
84,jahr,0.0052,year
84,sehen,0.0047,see
84,csu,0.0044,Christian Social Union
84,groß,0.0043,big
84,halten,0.0042,hold
84,fordern,0.0041,demand
84,fall,0.0041,case
84,wegen,0.004,because of
84,bundestag,0.0039,Bundestag
84,viele,0.0039,lots
84,politisch,0.0038,politically
84,allerdings,0.0037,Indeed
84,seit,0.0037,since
84,woche,0.0037,week
84,müssen,0.0036,have to
84,eigen,0.0035,own
84,stellen,0.0034,put
84,frage,0.0033,question
84,beide,0.0033,both
84,partei,0.0032,party
84,fdp,0.0031,fdp
84,dafür,0.0031,for this
84,berliner,0.003,Berliner
84,klar,0.003,clear
84,gemeinsam,0.0029,together
84,darauf,0.0029,thereon
84,heißen,0.0028,be called
84,ja,0.0027,Yes
84,jung,0.0027,young
84,spiegeln,0.0027,reflect
84,heute,0.0027,today
84,jedoch,0.0027,however
84,drei,0.0026,three
84,grüne,0.0025,green
85,sagen,0.0191,say
85,spd,0.0148,spd
85,jahr,0.0122,year
85,prozent,0.0114,percent
85,mehr,0.0107,more
85,müssen,0.009,have to
85,gut,0.0068,Good
85,land,0.0064,country
85,bundestag,0.0055,Bundestag
85,schröder,0.0054,Schroeder
85,sollen,0.0053,should
85,liegen,0.0049,lie
85,lassen,0.0049,to let
85,euro,0.0048,Euro
85,schon,0.0046,beautiful
85,cdu,0.0045,cdu
85,stellen,0.0044,put
85,bundesregierung,0.0044,federal government
85,union,0.0042,union
85,weit,0.0042,far
85,stehen,0.0041,stand
85,deutsch,0.004,German
85,dafür,0.004,for this
85,eigen,0.0039,own
85,zwei,0.0039,two
85,möglich,0.0039,possible
85,gehen,0.0038,go
85,ganz,0.0037,all
85,tag,0.0037,Day
85,fordern,0.0037,demand
85,klar,0.0036,clear
85,allerdings,0.0034,Indeed
85,drei,0.0033,three
85,frage,0.0032,question
85,finden,0.003,Find
85,dürfen,0.003,allowed
85,woche,0.0029,week
85,mal,0.0029,times
85,führen,0.0029,to lead
85,kanzler,0.0028,chancellor
85,vergangen,0.0028,past
85,koalition,0.0027,coalition
85,müntefering,0.0026,müntefering
85,politik,0.0026,politics
85,partei,0.0026,party
85,beide,0.0026,both
85,seit,0.0025,since
85,wichtig,0.0025,important
85,gerhard,0.0025,gerhard
85,wahl,0.0025,choice
86,dass,0.0204,that
86,sagen,0.0195,say
86,merkel,0.0107,merkel
86,partei,0.01,party
86,müssen,0.009,have to
86,cdu,0.0088,cdu
86,berlin,0.0087,Berlin
86,geben,0.0075,give
86,gehen,0.0074,go
86,erst,0.0074,first
86,kommen,0.0073,come
86,deutsch,0.0069,German
86,schon,0.0056,beautiful
86,groß,0.0055,big
86,steinbrück,0.0055,steinbrück
86,sehen,0.0049,see
86,online,0.0047,on-line
86,immer,0.0044,always
86,deutschland,0.0044,Germany
86,stellen,0.004,put
86,spiegel,0.004,mirror
86,mehr,0.0039,more
86,sprechen,0.0039,speak
86,ende,0.0039,The End
86,euro,0.0039,Euro
86,sollen,0.0038,should
86,woche,0.0037,week
86,möglich,0.0037,possible
86,koalition,0.0036,coalition
86,fdp,0.0036,fdp
86,regierung,0.0036,government
86,bundestag,0.0035,Bundestag
86,frage,0.0035,question
86,land,0.0035,country
86,prozent,0.0033,percent
86,eigen,0.0033,own
86,mensch,0.0033,human
86,halten,0.0033,hold
86,bleiben,0.0032,stay
86,heißen,0.0031,be called
86,milliarde,0.0031,billion
86,rotgrün,0.003,Red Green
86,viele,0.003,lots
86,nehmen,0.003,to take
86,fischer,0.0028,fisherman
86,dürfen,0.0028,allowed
86,lassen,0.0028,to let
86,grüne,0.0028,green
86,bundesregierung,0.0027,federal government
86,mal,0.0027,times
87,dass,0.0186,that
87,geben,0.0137,give
87,jahr,0.0095,year
87,cdu,0.0091,cdu
87,union,0.0091,union
87,sagen,0.0086,say
87,spd,0.0076,spd
87,schon,0.0073,beautiful
87,groß,0.0073,big
87,neu,0.0073,New
87,partei,0.0072,party
87,berlin,0.0071,Berlin
87,kommen,0.0069,come
87,sehen,0.0064,see
87,koalition,0.0061,coalition
87,steinmeier,0.0055,steinmeier
87,gehen,0.0052,go
87,immer,0.0051,always
87,bereits,0.0047,already
87,euro,0.0047,Euro
87,halten,0.0045,hold
87,deutsch,0.0044,German
87,sollen,0.0044,should
87,gabriel,0.0043,gabriel
87,online,0.0043,on-line
87,bleiben,0.0042,stay
87,bundestag,0.0041,Bundestag
87,dürfen,0.004,allowed
87,wahl,0.0038,choice
87,spiegel,0.0037,mirror
87,müssen,0.0036,have to
87,heißen,0.0036,be called
87,liegen,0.0036,lie
87,ab,0.0033,from
87,weit,0.0032,far
87,allerdings,0.0032,Indeed
87,sprechen,0.0031,speak
87,drei,0.0031,three
87,sozialdemokrat,0.0031,Social
87,woche,0.0031,week
87,schröder,0.0031,Schroeder
87,fdp,0.0031,fdp
87,regierung,0.003,government
87,politisch,0.003,politically
87,prozent,0.003,percent
87,ganz,0.003,all
87,wenige,0.0029,few
87,kanzlerin,0.0028,Chancellor
87,zeigen,0.0028,demonstrate
87,ende,0.0027,The End
88,uhr,0.0757,Clock
88,polizei,0.0561,police
88,anschlag,0.0503,attack
88,mutmaßlich,0.0167,presumed
88,täter,0.0162,offender
88,opfer,0.0161,Victim
88,berliner,0.0137,Berliner
88,ermittler,0.0133,investigator
88,verdächtig,0.0129,suspicious
88,verletzen,0.0128,hurt
88,ermittlung,0.0123,detection
88,polizist,0.0123,police officer
88,berlin,0.0117,Berlin
88,maizière,0.011,Maiziere
88,dass,0.0098,that
88,sagen,0.0098,say
88,mann,0.0096,man
88,de,0.0096,de
88,sicherheitsbehörde,0.0084,safety authority
88,verdächtige,0.0082,suspicious
88,hinweis,0.007,Note
88,attentäter,0.0067,assassin
88,festnehmen,0.0067,arrest
88,töten,0.0065,kill
88,teilen,0.0064,divide
88,angehörige,0.0062,member
88,innenminister,0.006,Home Secretary
88,terroranschlag,0.0059,terrorist attack
88,tat,0.0059,did
88,berichten,0.0059,to report
88,geben,0.0058,give
88,ort,0.0056,place
88,behörde,0.0052,authority
88,montagabend,0.0047,Monday evening
88,terroristisch,0.0047,terrorist
88,twitter,0.0045,twitter
88,bundesanwaltschaft,0.0044,Attorney General
88,festnahme,0.0044,arrest
88,angabe,0.0043,specification
88,tor,0.0041,gate
88,italien,0.0041,Italy
88,kontakt,0.0041,Contact
88,zwölf,0.0041,twelve
88,mensch,0.004,human
88,leben,0.004,Life
88,familie,0.004,family
88,terror,0.0038,terror
88,terrorist,0.0038,terrorist
88,verdächtigen,0.0038,suspect
88,islamisch,0.0038,Islamic
89,sagen,0.0349,say
89,geben,0.014,give
89,dass,0.0107,that
89,prozent,0.0106,percent
89,union,0.0082,union
89,spd,0.008,spd
89,berlin,0.0071,Berlin
89,schon,0.0068,beautiful
89,deutschland,0.0064,Germany
89,gehen,0.0059,go
89,merkel,0.0058,merkel
89,jahr,0.0056,year
89,koalition,0.0055,coalition
89,partei,0.0054,party
89,stehen,0.0053,stand
89,politisch,0.0052,politically
89,immer,0.005,always
89,mehr,0.0048,more
89,regierung,0.0047,government
89,bundestag,0.0046,Bundestag
89,cdu,0.0045,cdu
89,weit,0.0042,far
89,erklären,0.0042,to explain
89,dürfen,0.004,allowed
89,allerdings,0.0039,Indeed
89,gut,0.0039,Good
89,bundestagswahl,0.0038,bundestagswahl
89,zeitung,0.0037,newspaper
89,erst,0.0036,first
89,deutsch,0.0035,German
89,tag,0.0035,Day
89,laut,0.0034,according to
89,zeigen,0.0033,demonstrate
89,schröder,0.0033,Schroeder
89,groß,0.0033,big
89,sehen,0.0032,see
89,bereits,0.0032,already
89,seit,0.0031,since
89,sprechen,0.0031,speak
89,heißen,0.0029,be called
89,fall,0.0028,case
89,ergebnis,0.0028,Result
89,fdp,0.0028,fdp
89,gemeinsam,0.0027,together
89,dagegen,0.0027,on the other hand
89,online,0.0026,on-line
89,nennen,0.0026,call
89,grün,0.0026,green
89,rotgrün,0.0026,Red Green
89,thema,0.0026,theme
90,dass,0.0301,that
90,schulz,0.015,schulz
90,spd,0.0115,spd
90,jahr,0.0114,year
90,erst,0.0092,first
90,gehen,0.0089,go
90,merkel,0.0087,merkel
90,groß,0.0079,big
90,gut,0.0072,Good
90,sehen,0.0061,see
90,land,0.0058,country
90,stehen,0.0056,stand
90,geben,0.0052,give
90,mensch,0.0051,human
90,euro,0.0049,Euro
90,schon,0.0045,beautiful
90,sollen,0.0043,should
90,wissen,0.004,knowledge
90,sprechen,0.004,speak
90,regierung,0.0037,government
90,neu,0.0036,New
90,berlin,0.0036,Berlin
90,deutsch,0.0036,German
90,zeigen,0.0035,demonstrate
90,erklären,0.0035,to explain
90,vergangen,0.0033,past
90,ende,0.0033,The End
90,weit,0.0032,far
90,problem,0.0032,problem
90,million,0.0032,million
90,immer,0.0032,always
90,müssen,0.0032,have to
90,politisch,0.0031,politically
90,bundestag,0.003,Bundestag
90,schröder,0.003,Schroeder
90,wahl,0.0029,choice
90,politik,0.0029,politics
90,viele,0.0029,lots
90,wenige,0.0028,few
90,steinbrück,0.0028,steinbrück
90,frage,0.0027,question
90,leben,0.0027,Life
90,ganz,0.0027,all
90,möglich,0.0026,possible
90,monat,0.0026,month
90,halten,0.0026,hold
90,fdp,0.0026,fdp
90,gelten,0.0025,be valid
90,zurück,0.0025,back
90,bundestagswahl,0.0024,bundestagswahl
91,sagen,0.0313,say
91,a,0.0267,a
91,dass,0.0154,that
91,i,0.0111,i
91,berlin,0.0111,Berlin
91,not,0.0087,distress
91,jahr,0.0074,year
91,mehr,0.0073,more
91,groß,0.0065,big
91,neu,0.0063,New
91,geben,0.0061,give
91,gut,0.006,Good
91,stehen,0.0059,stand
91,müssen,0.0056,have to
91,kommen,0.0055,come
91,seehofer,0.0055,seehofer
91,deutsch,0.0049,German
91,partei,0.0044,party
91,csu,0.0039,Christian Social Union
91,regierung,0.0036,government
91,dafür,0.0036,for this
91,tag,0.0034,Day
91,halten,0.0034,hold
91,spiegel,0.0033,mirror
91,land,0.0033,country
91,gehen,0.0032,go
91,bereits,0.0031,already
91,ab,0.003,from
91,nehmen,0.0028,to take
91,viele,0.0028,lots
91,fordern,0.0027,demand
91,führen,0.0027,to lead
91,politik,0.0027,politics
91,treffen,0.0026,to meet
91,setzen,0.0026,put
91,bleiben,0.0026,stay
91,tun,0.0026,do
91,these,0.0026,thesis
91,wer,0.0025,who
91,sprechen,0.0025,speak
91,heute,0.0024,today
91,allerdings,0.0023,Indeed
91,wegen,0.0023,because of
91,nennen,0.0022,call
91,drei,0.0022,three
91,sonntag,0.0022,Sunday
91,minister,0.0022,minister
91,problem,0.0022,problem
91,deutlich,0.0021,clear
91,seit,0.0021,since
92,sagen,0.017,say
92,berlin,0.0108,Berlin
92,geben,0.0085,give
92,müssen,0.0084,have to
92,partei,0.0076,party
92,prozent,0.0072,percent
92,sollen,0.0071,should
92,neu,0.0071,New
92,jahr,0.0071,year
92,gehen,0.0066,go
92,schon,0.0064,beautiful
92,dass,0.0063,that
92,erst,0.0058,first
92,immer,0.0056,always
92,mensch,0.0048,human
92,kommen,0.0046,come
92,koalition,0.0046,coalition
92,stehen,0.0046,stand
92,woche,0.0044,week
92,finden,0.0043,Find
92,halten,0.0043,hold
92,ab,0.0043,from
92,sprechen,0.0041,speak
92,fdp,0.0038,fdp
92,tag,0.0037,Day
92,union,0.0037,union
92,dafür,0.0037,for this
92,beide,0.0036,both
92,mal,0.0036,times
92,bereits,0.0035,already
92,gut,0.0035,Good
92,land,0.0035,country
92,spd,0.0035,spd
92,frau,0.0035,Mrs
92,ganz,0.0035,all
92,nehmen,0.0033,to take
92,thema,0.0033,theme
92,bundesregierung,0.0033,federal government
92,wer,0.0032,who
92,steinmeier,0.003,steinmeier
92,vergangen,0.003,past
92,darauf,0.0029,thereon
92,bleiben,0.0029,stay
92,frage,0.0028,question
92,mehr,0.0028,more
92,eigen,0.0028,own
92,politisch,0.0026,politically
92,hoch,0.0025,high
92,ministerpräsident,0.0025,prime minister
92,alt,0.0025,old
93,jahr,0.0112,year
93,spd,0.0086,spd
93,gehen,0.0083,go
93,sagen,0.0076,say
93,dass,0.0074,that
93,deutsch,0.0058,German
93,dürfen,0.0052,allowed
93,viele,0.0051,lots
93,schon,0.005,beautiful
93,merkel,0.0044,merkel
93,grüne,0.0044,green
93,deutschland,0.0043,Germany
93,prozent,0.0043,percent
93,kommen,0.0042,come
93,sollen,0.0041,should
93,rund,0.0039,round
93,sprechen,0.0038,speak
93,zeit,0.0037,Time
93,eigen,0.0037,own
93,liegen,0.0037,lie
93,seit,0.0035,since
93,stoiber,0.0034,stoiber
93,frage,0.0034,question
93,mann,0.0033,man
93,weit,0.0033,far
93,hoch,0.0033,high
93,ende,0.0033,The End
93,klar,0.0033,clear
93,online,0.0033,on-line
93,wegen,0.0032,because of
93,angabe,0.0032,specification
93,zwei,0.0032,two
93,bundestag,0.0031,Bundestag
93,finden,0.003,Find
93,cdu,0.003,cdu
93,euro,0.003,Euro
93,führen,0.003,to lead
93,heute,0.0029,today
93,bleiben,0.0029,stay
93,frau,0.0028,Mrs
93,woche,0.0027,week
93,groß,0.0027,big
93,fdp,0.0027,fdp
93,ministerpräsident,0.0026,prime minister
93,spiegel,0.0026,mirror
93,erhalten,0.0025,receive
93,mensch,0.0025,human
93,npd,0.0024,npd
93,gesetz,0.0024,law
93,schwer,0.0024,heavy
94,dass,0.0188,that
94,spd,0.0157,spd
94,cdu,0.0076,cdu
94,müssen,0.0074,have to
94,neu,0.0067,New
94,groß,0.0066,big
94,deutsch,0.0066,German
94,sagen,0.0063,say
94,sollen,0.006,should
94,kommen,0.0057,come
94,prozent,0.0057,percent
94,grüne,0.0057,green
94,woche,0.0056,week
94,schröder,0.0055,Schroeder
94,partei,0.0052,party
94,koalition,0.0048,coalition
94,sehen,0.0046,see
94,csu,0.0045,Christian Social Union
94,ministerpräsident,0.0045,prime minister
94,mehr,0.0042,more
94,vergangen,0.0042,past
94,merkel,0.0041,merkel
94,berlin,0.0041,Berlin
94,spiegel,0.004,mirror
94,sprechen,0.004,speak
94,liegen,0.0039,lie
94,gut,0.0039,Good
94,stellen,0.0037,put
94,viele,0.0037,lots
94,nehmen,0.0037,to take
94,euro,0.0035,Euro
94,stoiber,0.0033,stoiber
94,wegen,0.0033,because of
94,wahlkampf,0.0033,electioneering
94,seit,0.0032,since
94,schon,0.0031,beautiful
94,ganz,0.0031,all
94,amt,0.003,office
94,zeigen,0.003,demonstrate
94,deutlich,0.0029,clear
94,heißen,0.0029,be called
94,bundestagswahl,0.0027,bundestagswahl
94,regierung,0.0027,government
94,landtag,0.0026,Parliament
94,rund,0.0026,round
94,angela,0.0025,angela
94,monat,0.0025,month
94,früh,0.0025,early
94,halten,0.0025,hold
94,hoch,0.0025,high
95,dass,0.0175,that
95,deutsch,0.0095,German
95,stehen,0.0071,stand
95,sagen,0.007,say
95,spd,0.007,spd
95,prozent,0.0069,percent
95,sollen,0.0067,should
95,cdu,0.0066,cdu
95,zwei,0.0064,two
95,schröder,0.0063,Schroeder
95,gehen,0.0056,go
95,müssen,0.0052,have to
95,grüne,0.0052,green
95,online,0.0049,on-line
95,seit,0.0049,since
95,erst,0.0047,first
95,kommen,0.0045,come
95,sprechen,0.0043,speak
95,schon,0.0042,beautiful
95,land,0.0042,country
95,stellen,0.0041,put
95,viele,0.004,lots
95,zeigen,0.004,demonstrate
95,rund,0.0039,round
95,drei,0.0039,three
95,fordern,0.0037,demand
95,zeit,0.0037,Time
95,jahr,0.0037,year
95,wahl,0.0035,choice
95,geben,0.0035,give
95,laut,0.0035,according to
95,etwa,0.0034,about
95,dabei,0.0034,there
95,bleiben,0.0034,stay
95,gut,0.0032,Good
95,heißen,0.0032,be called
95,entscheidung,0.003,decision
95,immer,0.0029,always
95,groß,0.0029,big
95,erklären,0.0029,to explain
95,deutlich,0.0028,clear
95,bereits,0.0028,already
95,dürfen,0.0026,allowed
95,jung,0.0026,young
95,nah,0.0026,close
95,politisch,0.0024,politically
95,heute,0.0024,today
95,eigen,0.0024,own
95,ja,0.0024,Yes
95,rotgrün,0.0024,Red Green
96,dass,0.0233,that
96,sagen,0.0159,say
96,spd,0.0154,spd
96,gehen,0.0087,go
96,merkel,0.008,merkel
96,kommen,0.0079,come
96,jahr,0.0078,year
96,stehen,0.006,stand
96,land,0.0058,country
96,neu,0.0053,New
96,koalition,0.0052,coalition
96,deutschland,0.0051,Germany
96,schröder,0.0051,Schroeder
96,union,0.0048,union
96,halten,0.0047,hold
96,bleiben,0.0045,stay
96,beide,0.0044,both
96,lassen,0.0044,to let
96,spiegel,0.0044,mirror
96,fischer,0.0044,fisherman
96,schon,0.0043,beautiful
96,bereits,0.0041,already
96,gut,0.0041,Good
96,frage,0.0041,question
96,müntefering,0.0039,müntefering
96,ab,0.0039,from
96,sollen,0.0037,should
96,zeigen,0.0037,demonstrate
96,nehmen,0.0036,to take
96,rotgrün,0.0036,Red Green
96,sehen,0.0035,see
96,erklären,0.0034,to explain
96,angela,0.0033,angela
96,treffen,0.0033,to meet
96,heute,0.0032,today
96,woche,0.0032,week
96,heißen,0.0032,be called
96,mehr,0.0031,more
96,zwei,0.003,two
96,stellen,0.003,put
96,kanzler,0.0029,chancellor
96,setzen,0.0028,put
96,dafür,0.0027,for this
96,sozialdemokrat,0.0026,Social
96,grüne,0.0026,green
96,spät,0.0026,late
96,monat,0.0025,month
96,wort,0.0024,word
96,schreiben,0.0024,write
96,fordern,0.0024,demand
97,sagen,0.0239,say
97,gehen,0.01,go
97,mehr,0.0096,more
97,dass,0.0085,that
97,partei,0.0082,party
97,berlin,0.0078,Berlin
97,merkel,0.0066,merkel
97,müssen,0.0066,have to
97,deutsch,0.0065,German
97,euro,0.0061,Euro
97,groß,0.0061,big
97,seit,0.0057,since
97,kommen,0.0056,come
97,frage,0.0055,question
97,geben,0.0054,give
97,woche,0.0051,week
97,bereits,0.0048,already
97,bundestag,0.0047,Bundestag
97,erst,0.0045,first
97,ganz,0.0041,all
97,zeit,0.0041,Time
97,viele,0.004,lots
97,wissen,0.0039,knowledge
97,zwei,0.0039,two
97,dabei,0.0038,there
97,stehen,0.0037,stand
97,dafür,0.0036,for this
97,fall,0.0036,case
97,neu,0.0036,New
97,bleiben,0.0035,stay
97,möglich,0.0035,possible
97,ab,0.0032,from
97,weit,0.0032,far
97,etwa,0.0032,about
97,drei,0.0031,three
97,beide,0.0031,both
97,klar,0.003,clear
97,nehmen,0.0029,to take
97,problem,0.0029,problem
97,tag,0.0029,Day
97,land,0.0028,country
97,wahl,0.0028,choice
97,mal,0.0028,times
97,milliarde,0.0028,billion
97,online,0.0027,on-line
97,fischer,0.0027,fisherman
97,wenige,0.0026,few
97,darauf,0.0026,thereon
97,steinmeier,0.0026,steinmeier
97,mensch,0.0026,human
98,spende,0.0372,donation
98,dass,0.0271,that
98,euro,0.0211,Euro
98,spenden,0.0178,donate
98,million,0.0167,million
98,spd,0.0144,spd
98,sagen,0.0125,say
98,geben,0.011,give
98,partei,0.0102,party
98,berlin,0.0081,Berlin
98,cdu,0.008,cdu
98,deutschland,0.0079,Germany
98,mehr,0.0073,more
98,müssen,0.0071,have to
98,seit,0.006,since
98,jahr,0.0058,year
98,gut,0.0051,Good
98,schröder,0.005,Schroeder
98,neu,0.0048,New
98,sehen,0.0048,see
98,csu,0.0045,Christian Social Union
98,merkel,0.0045,merkel
98,woche,0.0045,week
98,geld,0.0041,money
98,sprechen,0.004,speak
98,sollen,0.0039,should
98,firma,0.0038,company
98,ganz,0.0037,all
98,halten,0.0036,hold
98,grüne,0.0033,green
98,eigen,0.0033,own
98,vergangen,0.0032,past
98,online,0.0032,on-line
98,liegen,0.003,lie
98,ende,0.003,The End
98,groß,0.0029,big
98,deutsch,0.0028,German
98,zwei,0.0027,two
98,dabei,0.0027,there
98,heute,0.0027,today
98,allerdings,0.0027,Indeed
98,einnahme,0.0026,taking
98,entscheidung,0.0026,decision
98,thema,0.0025,theme
98,fordern,0.0025,demand
98,hoch,0.0025,high
98,gehen,0.0024,go
98,koalition,0.0024,coalition
98,fdp,0.0024,fdp
98,nah,0.0023,close
99,möllemann,0.0441,Möllemann
99,sagen,0.0322,say
99,westerwelle,0.0209,westerwelle
99,deutschland,0.0086,Germany
99,fdp,0.0082,fdp
99,partei,0.0082,party
99,spd,0.0082,spd
99,erst,0.0077,first
99,müssen,0.0074,have to
99,neu,0.007,New
99,merkel,0.007,merkel
99,sollen,0.0064,should
99,gerhardt,0.006,gerhardt
99,sehen,0.0055,see
99,dass,0.0053,that
99,stehen,0.0053,stand
99,dürfen,0.0051,allowed
99,frage,0.0047,question
99,land,0.0046,country
99,jude,0.0043,Jew
99,woche,0.004,week
99,prozent,0.0039,percent
99,antisemitisch,0.0039,anti-Semitic
99,seit,0.0038,since
99,zwei,0.0038,two
99,liberal,0.0036,liberal
99,guido,0.0035,guido
99,immer,0.0035,always
99,dafür,0.0034,for this
99,fordern,0.0033,demand
99,gut,0.0033,Good
99,jahr,0.0032,year
99,vergangen,0.0032,past
99,schröder,0.0031,Schroeder
99,lassen,0.0031,to let
99,heute,0.003,today
99,kritik,0.0029,criticism
99,zeit,0.0028,Time
99,politik,0.0028,politics
99,wegen,0.0027,because of
99,setzen,0.0027,put
99,gehen,0.0027,go
99,ende,0.0027,The End
99,allerdings,0.0027,Indeed
99,recht,0.0026,Law
99,entscheidung,0.0025,decision
99,betonen,0.0025,emphasize
99,jürgen,0.0025,jürgen
99,ganz,0.0024,all
99,beide,0.0024,both
100,europa,0.072,Europe
100,europäisch,0.0454,European
100,mehr,0.0154,more
100,geben,0.0123,give
100,dass,0.01,that
100,partei,0.0079,party
100,groß,0.0076,big
100,viele,0.0074,lots
100,europäer,0.0073,European
100,spd,0.0068,spd
100,gemeinsam,0.0065,together
100,immer,0.0062,always
100,mensch,0.0062,human
100,sehen,0.0057,see
100,brauchen,0.0057,need
100,identität,0.0056,identity
100,jahr,0.0056,year
100,national,0.0053,national
100,online,0.0048,on-line
100,politisch,0.0048,politically
100,wissen,0.0047,knowledge
100,deutschland,0.0045,Germany
100,heute,0.0042,today
100,bürger,0.0042,citizens
100,dürfen,0.0042,allowed
100,frage,0.004,question
100,erst,0.0038,first
100,finden,0.0037,Find
100,integration,0.0035,integration
100,miteinander,0.0035,together
100,sagen,0.0034,say
100,eu,0.0034,eu
100,merkel,0.0034,merkel
100,politik,0.0033,politics
100,bleiben,0.0033,stay
100,union,0.0032,union
100,weit,0.0032,far
100,ja,0.0031,Yes
100,seit,0.003,since
100,bundestag,0.0029,Bundestag
100,kommen,0.0029,come
100,frieden,0.0028,peace
100,klar,0.0028,clear
100,gehen,0.0028,go
100,nachbar,0.0028,neighboring
100,teil,0.0027,part
100,sollen,0.0026,should
100,oft,0.0024,often
100,gar,0.0024,at all
100,neu,0.0024,New
